project_id,ml_risk,CPI,SPI,asof_period_end
P018,0.8013279977195515,0.007188082394495971,0.43270790436327944,2025-06-30
P019,0.49618456224127266,0.09784625047041344,1.0418671730799818,2025-08-31
P020,0.3831951305001591,0.8554926232511352,0.3250753926927035,2025-05-31
P021,0.7335162131680287,0.07591030199840068,0.499406934961891,2025-04-30
P022,0.6251885918058677,0.11238139064012322,0.6955592074268103,2024-11-30
P024,0.6236294330457628,0.02286561728440014,0.8084321721062603,2024-10-31
