project_id,feat_cpi_latest,feat_spi_latest,feat_risk_latest
P018,0.007188082394495971,0.43270790436327944,0.8013279977195515
P019,0.09784625047041344,1.0418671730799818,0.49618456224127266
P020,0.8554926232511352,0.3250753926927035,0.3831951305001591
P021,0.07591030199840068,0.499406934961891,0.7335162131680287
P022,0.11238139064012322,0.6955592074268103,0.6251885918058677
P024,0.02286561728440014,0.8084321721062603,0.6236294330457628
